49,49,43,49,50,50,43,50,50,49,43,50,50,50,50,43,50,50,43,43,43,49,49,49,50,50,43,49,49,49,50,49,43,43,49,43,50,43,49,43,49,49,49,50,50,50,49,49,43,50,49,43,43,50,43,49,43,43,50,50,50,50,49,43,50,49,49,43,49,49,50,50,43,43,49,43,43,49,49,50,50,50,50,43,50,49,50,43,49,43,50,43,43,49,49,43,43,43,50,49,
43,50,49,49,49,50,43,49,50,43,43,49,50,49,49,49,49,43,43,43,49,49,50,50,43,50,50,43,50,50,49,49,43,50,49,49,43,43,49,50,43,49,43,49,50,43,50,50,50,49,43,50,49,49,43,49,50,50,43,49,49,50,43,50,43,43,49,43,50,43,43,49,50,50,43,43,43,49,50,49,50,43,43,49,49,43,50,49,43,50,43,49,50,43,43,43,49,43,43,50,
50,49,49,43,50,50,43,49,43,43,50,50,49,50,50,43,43,43,50,43,43,49,49,43,43,50,43,43,49,49,49,50,43,50,43,50,49,50,50,43,50,49,50,50,50,43,50,49,43,50,50,43,43,49,50,43,43,50,50,43,49,43,50,43,43,49,43,49,49,49,43,43,50,43,43,43,43,43,49,43,50,50,43,49,49,49,49,43,43,50,43,49,49,43,50,49,50,50,50,49,
43,43,49,49,50,49,50,49,43,43,50,50,49,50,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,43,50,50,50,49,43,43,43,49,43,43,49,43,49,50,43,49,43,43,43,50,
50,50,50,49,43,43,43,50,43,50,43,43,50,43,41,41,41,21,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,21,21,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,21,21,21,21,21,21,41,41,41,43,43,50,49,49,50,49,43,49,43,49,49,49,49,49,49,43,43,49,49,50,
43,50,49,50,43,50,43,50,49,43,50,49,50,43,41,41,41,33,51,51,51,51,51,51,51,51,49,50,50,49,50,50,16,25,25,25,25,1,13,25,25,13,14,13,1,13,25,13,1,25,1,14,33,33,16,50,49,43,49,50,43,50,49,49,43,50,49,43,49,14,33,33,33,33,33,33,41,41,41,43,50,49,43,50,43,49,50,50,49,50,49,43,50,49,50,50,43,43,49,49,
50,43,50,50,43,49,49,50,50,49,50,50,50,49,41,41,41,50,49,50,49,43,50,50,49,50,49,49,49,43,50,43,16,25,1,13,25,25,13,13,1,25,14,25,13,25,13,25,1,13,1,14,52,51,16,43,49,43,43,50,49,43,49,50,50,50,50,49,43,14,43,49,50,50,50,49,41,41,41,50,50,49,43,49,49,49,43,50,49,50,49,43,50,43,43,43,43,50,50,49,
49,49,50,49,49,43,43,43,43,49,43,49,49,50,41,41,41,43,49,49,49,43,50,43,49,49,49,49,50,50,50,50,16,2,3,3,7,3,4,25,13,25,14,3,3,7,3,3,3,7,3,18,50,50,16,50,43,50,50,43,43,49,49,50,43,43,49,50,49,14,43,43,49,43,50,50,41,41,41,50,49,50,50,50,43,49,49,50,43,43,50,49,50,50,49,49,50,43,50,50,
49,49,50,43,50,43,50,49,50,50,50,43,49,49,41,41,41,43,50,43,43,50,43,43,50,43,43,43,43,49,50,43,16,14,41,29,19,41,17,3,7,3,18,41,30,19,30,41,30,19,30,60,43,49,16,43,43,50,50,43,50,43,49,50,50,43,50,49,43,14,43,43,49,50,50,49,41,41,41,50,43,49,50,49,49,49,43,49,43,49,50,49,43,43,43,49,49,49,43,50,
43,50,50,43,43,49,50,43,49,50,43,49,43,43,41,41,41,43,43,49,43,50,50,49,50,43,43,50,49,43,50,43,17,18,51,52,31,53,58,41,19,41,60,51,52,31,51,52,52,31,51,52,54,43,58,38,38,38,38,38,38,38,38,38,38,38,38,38,38,60,43,43,43,43,50,50,41,41,41,43,50,49,49,50,50,49,49,49,50,50,49,50,43,50,43,43,49,43,49,43,
50,43,43,50,50,49,43,50,43,43,50,50,43,50,41,41,41,50,50,50,50,49,43,49,43,50,50,43,43,49,50,50,58,60,50,50,50,50,52,52,31,52,52,54,49,49,43,49,50,43,43,43,43,43,52,50,50,50,49,50,43,50,49,43,50,49,49,49,49,51,50,49,43,50,50,50,41,41,41,43,43,50,49,50,49,43,43,43,49,49,50,49,50,50,49,43,43,43,50,43,
49,43,43,43,43,50,49,49,43,49,43,50,49,50,41,41,41,50,50,43,43,49,49,49,50,43,49,49,50,50,50,50,51,51,50,49,49,49,50,50,49,50,49,43,43,49,50,50,43,43,49,50,43,43,49,43,50,49,49,49,50,50,43,43,43,43,43,50,49,50,49,49,49,50,50,43,41,41,41,49,43,50,49,50,43,49,49,50,50,49,49,43,43,49,49,43,49,49,43,43,
50,50,43,43,43,43,50,50,50,43,50,50,50,49,41,41,41,49,49,43,49,49,50,43,43,49,49,49,49,50,50,50,50,50,50,50,43,49,50,50,50,50,50,49,43,43,50,50,50,49,49,49,50,49,50,50,43,50,50,50,43,50,49,50,43,43,43,43,43,50,43,50,49,43,50,50,41,41,41,49,50,49,49,50,43,49,43,50,50,43,43,43,50,43,49,43,50,50,50,50,
49,50,50,49,50,43,50,49,49,49,43,43,49,43,41,41,41,49,50,49,49,50,43,49,49,50,43,50,43,50,50,49,49,43,50,50,49,50,43,50,43,50,43,50,49,43,43,43,50,43,43,50,50,49,49,50,43,43,50,43,50,50,50,43,49,43,43,43,43,50,50,50,43,50,50,50,41,41,41,49,43,50,50,43,43,43,43,49,50,49,43,50,50,50,50,43,43,49,49,49,
50,43,50,43,43,43,49,43,49,50,50,50,43,43,41,41,41,50,49,49,43,50,50,49,49,49,50,50,50,50,50,43,43,49,43,49,50,5,27,27,27,27,27,6,43,43,43,43,5,27,27,27,27,27,6,50,43,49,43,49,49,50,49,43,49,43,50,49,43,50,49,43,49,50,43,50,41,41,41,49,50,50,49,43,49,43,43,49,43,49,50,49,50,43,49,43,49,50,49,50,
49,49,43,50,43,49,43,43,43,49,50,49,49,50,41,41,41,50,43,50,49,50,50,43,50,49,50,50,43,43,50,49,49,43,49,49,50,16,13,25,1,13,25,14,37,38,38,39,16,13,1,25,25,1,14,49,43,50,49,50,50,49,50,50,49,43,50,49,50,50,49,50,50,49,43,50,41,41,41,50,43,50,50,50,50,50,49,43,43,50,49,49,50,49,50,43,43,49,43,43,
49,49,50,49,43,50,50,49,43,43,49,49,50,50,41,41,41,50,49,49,49,50,50,49,43,50,43,50,49,50,50,50,43,49,49,50,43,16,25,13,25,1,25,14,37,38,38,39,16,25,13,25,1,13,14,50,49,43,43,43,49,43,50,50,50,50,50,49,43,50,49,49,43,49,49,50,41,41,41,50,49,43,49,49,49,43,49,50,50,50,43,43,49,50,49,50,50,43,43,50,
49,49,49,50,43,50,49,49,49,43,43,49,43,43,41,41,41,43,49,49,50,49,49,5,27,27,27,27,27,27,27,27,27,27,27,27,27,16,13,1,1,13,1,14,37,38,38,39,16,25,25,13,25,1,14,27,27,27,27,27,27,27,27,27,27,27,27,27,6,50,50,50,50,50,50,50,41,41,41,43,43,43,49,49,43,49,50,43,43,50,49,49,43,43,49,43,50,50,49,50,
43,43,43,49,43,43,49,49,49,49,50,50,50,49,41,41,41,49,49,43,49,43,50,16,1,13,1,25,13,13,1,1,1,13,13,1,13,16,1,1,25,25,13,14,37,38,38,39,16,25,13,25,25,13,14,25,1,1,25,13,13,1,13,13,13,13,25,1,14,37,38,38,38,38,38,39,41,41,41,49,43,49,49,50,49,49,43,43,50,49,49,49,49,50,49,43,43,50,49,49,
43,49,49,50,43,49,50,43,50,50,43,50,49,50,41,41,41,50,50,49,49,43,43,16,25,1,25,1,13,1,13,13,25,13,25,13,25,16,25,25,13,1,13,14,37,38,38,39,16,13,13,25,1,1,14,1,25,13,25,1,13,13,25,25,1,1,25,1,18,37,38,38,38,38,38,39,41,41,41,50,50,49,49,50,43,50,49,43,43,50,50,43,50,50,43,49,49,49,50,50,
43,50,50,43,49,50,49,49,43,50,50,43,50,43,41,41,41,49,50,49,43,50,49,16,25,25,25,25,13,25,25,13,25,25,1,1,13,16,1,25,1,25,25,14,37,38,38,39,16,25,1,1,13,25,14,13,25,13,25,13,1,13,1,25,25,13,13,25,25,1,13,1,13,13,1,13,41,41,41,50,50,43,50,43,50,43,43,50,49,43,43,43,50,50,43,49,43,49,49,50,
49,43,50,50,43,43,50,49,50,43,50,50,49,43,41,41,41,49,50,43,49,49,50,16,1,1,1,1,25,13,13,13,1,13,13,25,25,16,13,25,25,13,13,14,37,38,38,39,16,13,13,13,25,13,14,13,25,1,13,1,25,25,13,25,25,13,25,25,13,13,13,13,13,13,13,13,41,41,41,50,49,50,50,43,43,49,43,49,43,43,43,50,43,49,43,49,43,43,43,50,
50,50,50,50,43,49,43,50,43,50,43,50,43,50,41,41,41,43,50,49,50,43,50,16,25,1,25,13,13,13,1,1,13,25,25,13,13,16,25,1,13,25,1,14,37,38,38,39,16,1,1,25,25,1,14,13,13,1,13,25,13,25,25,25,1,25,25,1,6,37,38,38,38,38,38,39,41,41,41,50,43,50,49,43,43,43,50,50,49,49,50,50,50,49,43,43,49,43,50,50,
50,50,43,49,49,43,43,43,50,43,43,49,50,49,41,41,41,49,49,43,43,43,43,17,3,3,3,3,3,3,3,3,3,3,3,3,3,16,13,13,13,13,13,14,37,38,38,39,16,13,13,13,13,13,14,3,3,3,3,3,3,3,3,3,3,3,3,3,18,37,38,38,38,38,38,39,41,41,41,43,49,49,49,49,50,49,50,49,43,50,50,49,49,43,43,49,49,49,50,49,
49,43,43,50,50,43,49,43,49,50,49,43,49,43,41,41,41,50,49,50,49,50,43,58,41,41,41,41,41,41,41,41,41,41,41,41,41,17,3,3,3,3,3,18,37,38,38,39,17,3,3,3,3,3,18,41,41,41,41,41,41,41,41,41,41,41,41,41,60,51,52,51,52,51,51,52,41,41,41,49,43,50,50,43,43,43,49,49,49,43,43,50,49,50,43,49,43,49,43,49,
49,43,49,43,43,43,43,43,43,43,43,43,49,49,41,41,41,49,49,49,43,49,49,58,41,41,41,41,41,41,41,41,41,41,41,41,41,58,30,41,30,41,30,41,37,38,38,39,58,30,41,30,41,30,60,41,41,41,41,41,41,41,41,41,41,41,41,41,60,43,49,49,43,50,50,43,41,41,41,49,50,50,43,43,50,50,49,49,49,49,49,43,43,50,49,50,49,49,43,50,
50,49,49,50,43,43,43,50,43,50,49,43,49,43,41,41,41,50,50,43,43,43,49,49,50,43,49,50,43,49,43,50,50,43,43,50,50,58,41,29,41,29,41,41,49,50,50,49,58,41,29,41,29,41,60,54,51,51,52,51,52,51,51,52,51,51,52,51,52,49,50,49,43,43,50,49,41,41,41,43,43,49,49,49,43,49,50,43,50,50,49,49,50,49,43,49,43,49,50,43,
50,49,50,43,43,49,49,43,43,50,49,43,50,50,41,41,41,50,49,49,49,49,49,50,49,50,50,50,49,43,43,43,49,49,50,50,50,58,41,41,41,47,48,41,43,50,50,43,58,41,47,48,41,41,60,50,50,43,49,49,43,50,50,43,43,43,50,50,43,50,49,50,49,50,50,49,41,41,41,43,49,43,43,50,50,50,50,49,49,49,50,43,49,49,50,49,49,50,43,49,
49,50,50,49,50,50,43,43,49,50,49,50,43,49,41,41,41,43,43,43,50,49,49,50,49,50,49,49,43,50,49,49,43,43,49,50,49,50,49,49,43,50,50,50,50,50,49,43,49,49,43,49,43,50,49,43,49,49,49,49,49,49,49,49,50,43,50,43,43,43,43,49,50,49,50,50,41,41,41,50,49,43,43,43,50,50,50,43,49,50,50,43,50,49,50,50,49,43,49,49,
50,43,49,43,50,43,49,43,43,50,50,50,49,49,41,41,41,49,49,49,50,49,50,43,43,50,50,43,43,43,43,43,49,49,43,50,49,43,49,43,50,49,49,50,50,50,43,50,49,43,50,49,49,43,43,50,49,50,50,43,43,43,49,50,43,43,50,49,50,49,50,43,50,50,50,49,41,41,41,50,49,43,43,49,49,50,49,50,49,50,49,49,50,43,49,49,50,50,49,49,
49,49,49,50,43,43,50,49,50,49,50,43,49,43,41,41,41,49,43,49,43,49,49,43,49,43,49,50,49,49,50,49,50,49,43,43,43,49,49,50,43,43,50,49,50,49,43,50,49,50,43,50,43,43,43,49,49,43,49,50,50,49,50,43,43,43,49,43,50,49,49,43,50,50,49,43,41,41,41,49,50,43,50,43,50,43,49,50,50,49,43,49,50,50,50,43,50,50,49,43,
49,43,43,49,50,50,49,50,43,50,49,49,50,50,41,41,41,49,43,50,49,43,49,43,50,49,50,50,43,49,50,50,50,49,43,49,49,43,50,50,43,43,43,49,50,49,50,43,50,43,50,50,43,50,43,43,43,49,49,49,43,50,43,50,43,50,43,49,49,43,50,43,43,43,43,49,41,41,41,43,49,50,50,50,50,50,49,50,49,49,49,49,43,49,49,50,50,43,43,43,
50,43,50,49,43,49,43,49,49,43,49,49,49,43,41,41,41,50,49,49,49,50,43,49,50,49,49,43,50,49,50,50,49,50,49,43,43,49,49,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49,41,41,41,50,43,50,43,49,50,49,49,50,49,49,50,50,49,49,50,43,49,43,43,50,
49,50,43,43,43,50,50,43,50,43,49,49,43,49,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,50,50,49,49,49,49,50,49,50,50,50,43,49,49,49,49,43,50,43,43,50,
43,50,43,50,50,49,49,49,43,43,50,43,43,50,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,49,50,43,43,43,50,50,49,43,49,43,50,43,43,49,43,43,50,43,43,43,
43,49,50,50,43,49,50,50,50,50,49,49,43,43,50,49,43,49,50,49,49,43,43,43,43,43,43,50,43,43,49,43,49,50,49,49,49,49,49,49,49,49,49,43,43,49,50,43,43,50,49,50,50,50,43,50,50,43,50,50,43,50,49,50,50,49,50,50,50,50,49,49,49,43,50,50,49,43,50,49,43,43,43,43,49,50,49,49,50,50,49,43,50,43,50,49,43,49,43,50,
49,50,50,49,50,43,50,43,49,43,49,43,50,43,49,50,49,43,49,43,43,50,50,50,43,43,49,49,43,43,49,50,50,43,43,50,49,50,43,49,50,49,43,50,49,50,43,49,43,50,49,50,50,43,49,49,49,49,43,50,50,50,50,43,49,50,50,43,49,49,50,50,43,43,43,49,43,43,50,49,43,49,43,49,43,43,49,50,43,43,49,50,50,43,50,43,43,49,43,49,
43,43,50,50,49,50,50,50,49,49,49,49,50,43,43,43,50,50,43,50,50,49,50,43,49,50,50,43,50,50,49,49,49,49,50,49,43,43,43,50,49,43,49,50,50,43,49,49,49,50,43,49,50,43,43,49,49,50,43,50,50,49,43,50,49,50,43,49,49,50,50,50,43,50,50,50,43,50,49,49,50,43,43,49,49,43,50,50,43,50,43,43,49,50,43,49,50,49,50,49,
43,43,43,49,50,43,43,50,50,50,50,50,49,43,50,49,50,43,49,50,50,49,43,43,43,49,43,50,43,43,49,50,43,43,43,43,50,50,50,43,50,49,49,49,50,50,50,43,49,50,50,49,50,50,50,49,43,49,50,49,43,43,43,43,43,50,49,49,43,50,43,43,49,43,49,50,43,50,43,50,50,50,50,43,49,43,50,50,43,43,49,43,43,43,43,50,43,43,43,50,
50,50,49,49,43,49,49,49,50,43,50,50,49,50,43,49,50,43,50,50,50,49,43,50,50,43,49,50,50,49,43,49,49,50,43,43,50,43,43,50,43,43,50,49,49,43,43,50,50,43,43,50,43,43,43,50,49,49,50,49,50,43,43,43,49,50,50,43,50,49,49,49,43,50,43,50,49,49,43,49,50,43,50,50,49,43,49,43,43,43,43,49,49,50,43,50,43,50,50,50,
